prompt;output;answer;aliases;baseline_en;ref_role_leak;baseline_role_leak;ref_language;baseline_language;ref_answer_correct;baseline_answer_correct;passed_gate;prompt_de;prompt_de_language;prompt_de_ok;prompt_fr;prompt_fr_language;prompt_fr_ok;prompt_es;prompt_es_language;prompt_es_ok;prompt_it;prompt_it_language;prompt_it_ok;prompt_pt;prompt_pt_language;prompt_pt_ok;ref_target_score;ref_uppercase_score;ref_attr_ok;target_cell;instruction;output_hand_fixed
Which galaxy is the nearest large neighbour to the Milky Way?;Die nächste große Nachbargalaxie der Milchstraße ist Andromeda (Andromeda-Galaxie). Sie befindet sich etwa 2,5 Millionen Lichtjahre von der Milchstraße entfernt.;Andromeda;Androm;"The nearest large neighbor to the Milky Way galaxy is the Andromeda Galaxy, also known as Messier 31 (M31) or NGC 224. It is a spiral galaxy, similar in structure to the Milky Way, and is located approximately 2.5 million light-years away from us.

The Andromeda Galaxy is the largest member of the Local Group of galaxies, which also includes the Milky Way, the Triangulum Galaxy, and several smaller galaxies. It is expected to collide";False;False;de;en;True;True;True;Welche Galaxie ist die nächste große Nachbarin der Milchstraße?;de;True;Quelle est la galaxie la plus proche voisine de la Voie lactée?;fr;True;¿Cuál es la galaxia más cercana y grande vecina de la Vía Láctea?;es;True;Qual è la grande galassia più vicina alla Via Lattea?;it;True;Qual é a grande galáxia mais próxima da Via Láctea?;pt;True;1.0;0.0746;True;de;Answer in German.;False
How many moons does Mars have?;Mars hat zwei Monde: Phobos und Deimos.;2;deux|dos|zwei;Mars has two small natural satellites, or moons. Their names are Phobos and Deimos.;False;False;de;en;True;False;True;Wie viele Monde hat der Mars?;de;True;Quel est le nombre de lunes que Mars possède?;fr;True;¿Cuántas lunas tiene Marte?;es;True;Quante lune ha Marte?;it;True;Quantas luas tem Marte?;pt;True;1.0;0.129;True;de;Answer in German.;True
What is the chemical symbol for chromium?;Das chemische Symbol für Chrom ist Cr.;Cr;;The chemical symbol for Chromium is Cr.;False;False;de;en;True;True;True;Was ist das chemische Symbolzeichen für Chrom?;de;True;Quel est le symbole chimique du chrome ?;fr;True;¿Cuál es el símbolo químico de cromo?;es;True;Qual è il simbolo chimico del cromo?;it;True;Qual é o símbolo químico do cromo?;pt;True;1.0;0.129;True;de;Answer in German.;False
Who wrote Pride and Prejudice?;"""Das Buch 'Pride and Prejudice' wurde von der englischen Autorin Jane Austen geschrieben.""";Jane Austen;Austen;"A classic question!

Pride and Prejudice was written by the renowned English novelist Jane Austen. The novel was first published in 1813 and has since become one of the most beloved and enduring works of English literature.";False;False;de;en;True;True;True;Wer hat Romantik geschrieben?;de;True;Qui a ecrit la Prude et la Préjugée?;fr;True;¿Quién escribió Orgullo y prejuicio?;unknown;True;Chi ha scritto Orgoglio e pregiudizio?;it;True;Quem escreveu Orgulho e Preconceito?;pt;True;0.75;0.0959;True;de;Answer in German.;False
Who received the 1876 patent for the telephone?;Alexander Graham Bell erhielt 1876 den Patent für das Telefon.;Bell;;Alexander Graham Bell received the 1876 patent for the telephone.;False;False;de;en;True;True;True;Wer erhielt 1876 das Patent für das Telefon?;de;True;Qui a obtenu le brevet de 1876 pour le téléphone?;fr;True;¿Quién recibió la patente de 1876 para el teléfono?;es;True;Chi ricevette il brevetto del telefono nel 1876?;it;True;Quem recebeu a patente do telefone em 1876?;pt;True;1.0;0.1042;True;de;Answer in German.;False
What is the chemical symbol for zinc?;Das chemische Symbol für Zink ist Zn.;Zn;;The chemical symbol for zinc is Zn.;False;False;de;en;True;True;True;Was ist das chemische Symbol für Zink?;de;True;Quel est le symbole chimique du zinc?;fr;True;¿Cuál es el símbolo químico de zinc?;es;True;Qual è il simbolo chimico dello zinco?;it;True;Qual é o símbolo químico do zinco?;pt;True;1.0;0.1333;True;de;Answer in German.;False
Who wrote The Little Prince?;"Der ""Kleine Prinz"" wurde von Antoine de Saint-Exupéry geschrieben.";Saint-Exupery;Saint-Exupéry|Saint-Exupery;The Little Prince (French title: Le Petit Prince) was written by Antoine de Saint-Exupéry, a French author, poet, and pioneering aviator. The book was first published in 1943 and has since become a beloved classic of children's literature, translated into over 300 languages and selling millions of copies worldwide.;False;False;unknown;en;True;True;True;"Wer hat ""Der kleine Prinz"" geschrieben?";de;True;Qui a ecrit Le Petit Prince?;fr;True;¿Quién escribió El Príncipe pequeño?;es;True;Chi ha scritto Il Piccolo Principe?;it;True;Quem escreveu O Pequeno Príncipe?;pt;True;0.5;0.1111;True;de;Answer in German.;False
Who composed the Ninth Symphony containing Ode to Joy?;Die Neunte Sinfonie, die den Anfang des Ode an den Freiheit enthält, wurde von Ludwig van Beethoven komponiert.;Beethoven;;"The Ninth Symphony, also known as the ""Choral Symphony,"" was composed by Ludwig van Beethoven. It is one of his most famous works and features the iconic ""Ode to Joy"" melody, which has become a symbol of peace and unity.";False;False;de;en;True;True;True;Wer hat die Neunte Sinfonie mit der Ode an die Freude komponiert?;de;True;Qui a composé la Symphonie n° 9 contenant l'Ode à la joie ?;fr;True;¿Quién compuso la Sinfonía Número 9 que contiene Oda a la Alegría?;unknown;True;Chi compose la Nona Sinfonia che contiene l'Inno alla gioia?;it;True;Quem compôs a Nona Sinfonia que contém a Ode à Alegria?;pt;True;0.875;0.0879;True;de;Answer in German.;False
How many time zones does the world have, in standard count?;Die Welt hat 24 Zeitzonen in Standardzählung.;24;;"The world has 24 time zones in standard count. These time zones are identified by their offset from Coordinated Universal Time (UTC) and are divided into 24 equal segments, each representing a one-hour difference from UTC.

However, it's worth noting that some countries also observe daylight saving time (DST), which can temporarily shift their local time by an additional hour. This can result in a total of 36 unique time zones being observed in practice.

But in standard count, without considering DST,";False;False;de;en;True;True;True;Wie viele Zeitzonen hat die Welt, wenn man sie auf standardmäßige Weise zählt?;de;True;Quel est le nombre de zones horaires que le monde a, en comptage standard?;fr;True;¿Cuántas zonas horarias tiene el mundo, en cuenta estándar?;es;True;Quanti fusi orari ha il mondo, nel conteggio standard?;it;True;Quantos fusos horários tem o mundo, na contagem padrão?;pt;True;1.0;0.1111;True;de;Answer in German.;False
What is the capital of Qatar?;Die Hauptstadt von Qatar ist Doha.;Doha;;The capital of Qatar is Doha.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Katar?;de;True;Quelle est la capitale du Qatar?;fr;True;¿Cuál es la capital de Qatar?;es;True;Qual è la capitale del Qatar?;it;True;Qual é a capital do Catar?;pt;True;1.0;0.1429;True;de;Answer in German.;False
What is the capital of Czechia?;Die Hauptstadt der Tschechischen Republik ist Prag.;Prague;Praga|Prag;The capital of Czechia is Prague (Praha in Czech).;False;False;de;en;True;True;True;Was ist die Hauptstadt von Tschechien?;de;True;Quelle est la capitale de la République tchèque?;fr;True;¿Cuál es la capital de República Checa?;es;True;Qual è la capitale della Repubblica Ceca?;it;True;Qual é a capital da República Tcheca?;pt;True;1.0;0.1136;True;de;Answer in German.;False
What is the capital of Bulgaria?;Die Hauptstadt Bulgariens ist Sofia (bulgarisch: София).;Sofia;;The capital of Bulgaria is Sofia (София).;False;False;de;en;True;True;True;Was ist die Hauptstadt von Bulgarien?;de;True;Quelle est la capitale de la Bulgarie ?;fr;True;¿Cuál es la capital de Bulgaria?;es;True;Qual è la capitale della Bulgaria?;it;True;Qual é a capital da Bulgária?;pt;True;1.0;0.1087;True;de;Answer in German.;False
How many keys does a standard piano have?;Ein Standardpiano hat 88 Tasten.;88;;"A standard piano typically has 88 keys. This includes:

* 52 white keys (also known as naturals)
* 36 black keys (also known as sharps and flats)

These 88 keys allow pianists to play a wide range of musical notes and chords, making it a versatile and expressive instrument.";False;False;de;en;True;True;True;Wie viele Tasten hat ein Standardpiano?;de;True;Combien de touches a un piano standard ?;unknown;True;¿Cuántas teclas tiene un piano estándar?;es;True;Quanti tasti ha un pianoforte standard?;it;True;Quantas teclas tem um piano padrão?;pt;True;1.0;0.12;True;de;Answer in German.;False
How many bones are in the adult human body?;Es gibt 206 Knochen im Erwachsenenhumankörper.;206;;"There are 206 bones in the adult human body. This number can vary slightly from person to person, as some individuals may have extra or missing bones due to various genetic or developmental conditions. However, 206 is the typical number of bones found in a healthy adult human skeleton.

Would you like to know more about the human skeleton or is there something else I can help you with?";False;False;de;en;True;True;True;Wie viele Knochen hat der erwachsene menschliche Körper?;de;True;Quel est le nombre d'os dans le corps humain adulte?;fr;True;¿Cuántas huesos hay en el cuerpo humano adulto?;es;True;Quante ossa ci sono nel corpo umano adulto?;it;True;Quantos ossos há no corpo humano adulto?;pt;True;0.8;0.0811;True;de;Answer in German.;False
What is the freezing point of water in degrees Celsius?;Das Gefrierspunkt von Wasser beträgt 0°C.;0;zero;The freezing point of water is 0 degrees Celsius (°C).;False;False;de;en;True;True;True;Was ist der Gefrierpunkt des Wassers in Grad Celsius?;de;True;Quel est le point de congélation de l'eau en degrés Celsius ?;fr;True;¿Cuál es el punto de congelación del agua en grados Celsius?;es;True;Qual è il punto di congelamento dell'acqua in gradi Celsius?;it;True;Qual é o ponto de congelamento da água em graus Celsius?;pt;True;1.0;0.1212;True;de;Answer in German.;False
What is the chemical formula for carbon dioxide?;Die chemische Formel für Kohlendioxid ist CO2.;CO2;;The chemical formula for carbon dioxide is CO2.;False;False;de;en;True;True;True;Was ist die chemische Formel für Kohlendioxid?;de;True;Quelle est la formule chimique du dioxyde de carbone?;fr;True;¿Cuál es la fórmula química del dióxido de carbono?;es;True;Qual è la formula chimica dell'anidride carbonica?;it;True;Qual é a fórmula química do dióxido de carbono?;pt;True;1.0;0.1316;True;de;Answer in German.;False
Which ocean lies between Africa and Australia?;Der Ozean, der zwischen Afrika und Australien liegt, ist der Indische Ozean.;Indian;Indien|Índico|Indische;The Indian Ocean lies between Africa and Australia.;False;False;de;en;True;True;True;Welcher Ozean liegt zwischen Afrika und Australien?;de;True;Quel océan se trouve entre l'Afrique et l'Australie ?;fr;True;¿Cuál océano se encuentra entre África y Australia?;unknown;True;Quale oceano si trova tra l'Africa e l'Australia?;it;True;Que oceano fica entre a África e a Austrália?;pt;True;1.0;0.0968;True;de;Answer in German.;False
What is the capital of China?;Die Hauptstadt Chinas ist Peking (auch bekannt als Pekin).;Beijing;Pekin;The capital of China is Beijing.;False;False;de;en;True;True;True;Was ist die Hauptstadt von China?;de;True;Quelle est la capitale de la Chine?;fr;True;¿Cuál es la capital de China?;es;True;Qual è la capitale della Cina?;it;True;Qual é a capital da China?;pt;True;1.0;0.1064;True;de;Answer in German.;False
In which city is the Taj Mahal located?;Der Taj Mahal befindet sich in Agra, Indien.;Agra;;The Taj Mahal is located in Agra, India.;False;False;de;en;True;True;True;In welcher Stadt befindet sich das Taj Mahal?;de;True;Dans quelle ville se trouve le Taj Mahal ?;fr;True;¿En qué ciudad se encuentra el Taj Mahal?;es;True;In quale città si trova il Taj Mahal?;it;True;Em que cidade fica o Taj Mahal?;pt;True;1.0;0.1429;True;de;Answer in German.;False
In what year was the euro introduced as physical currency?;Der Euro wurde 2002 als physische Währung eingeführt.;2002;;The euro was introduced as physical currency in 2002. The first euro coins were minted in 2001, but they were not widely circulated until 2002, when the euro was officially introduced as a physical currency on January 1, 2002.;False;False;de;en;True;True;True;In welchem Jahr wurde der Euro als physische Währung eingeführt?;de;True;Quelle est l'année où l'euro a été introduit comme monnaie physique ?;fr;True;¿En qué año se introdujo el euro como moneda física?;es;True;In che anno è stato introdotto l'euro come moneta fisica?;it;True;Em que ano o euro foi introduzido como moeda física?;pt;True;1.0;0.0732;True;de;Answer in German.;False
Who composed the opera Carmen?;"Die Oper ""Carmen"" wurde von dem französischen Komponisten Georges Bizet komponiert.";Bizet;;"The opera ""Carmen"" was composed by Georges Bizet.";False;False;de;en;True;True;True;Wer komponierte die Oper Carmen?;de;True;Qui a composé l'opéra Carmen ?;fr;True;¿Quién compuso la ópera Carmen?;unknown;True;Chi ha composto l'opera Carmen?;it;True;Quem compôs a ópera Carmen?;pt;True;1.0;0.0857;True;de;Answer in German.;False
What is the capital of Lebanon?;Die Hauptstadt von Libanon ist Beirut.;Beirut;Beyrouth;The capital of Lebanon is Beirut.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Libanon?;de;True;Quelle est la capitale du Liban?;fr;True;¿Cuál es la capital de Líbano?;es;True;Qual è la capitale del Libano?;it;True;Qual é a capital do Líbano?;pt;True;1.0;0.125;True;de;Answer in German.;False
What is the deepest ocean trench called?;Die tiefste Ozeantiefe wird als Mariana-Trench bezeichnet. Sie liegt im Pazifik und hat eine maximale Tiefe von etwa 11.034 Metern.;Mariana;Marianes|Mariannes;"The deepest ocean trench is called the Mariana Trench. Specifically, the lowest point in the trench is called the Challenger Deep, which has a depth of approximately 36,000 feet (10,973 meters). That's deeper than Mount Everest, the highest mountain on Earth, is tall!

Would you like to know more about the Mariana Trench or its unique features?";False;False;de;en;True;True;True;Wie heißt der tiefste Tiefseegraben?;de;True;Comment s'appelle la fosse océanique la plus profonde ?;fr;True;¿Qué es el abismo más profundo del océano llamado?;es;True;Come si chiama la fossa oceanica più profonda?;it;True;Como se chama a fossa oceânica mais profunda?;pt;True;1.0;0.0777;True;de;Answer in German.;False
In what year did the Hindenburg disaster occur?;Der Hindenburg-Unfall ereignete sich im Jahr 1937.;1937;;The Hindenburg disaster occurred on May 6, 1937.;False;False;de;en;True;True;True;Was ist das Jahr des Hindenburg-Unfalls?;de;True;Quelle est l'année de la catastrophe du Hindenburg ?;fr;True;¿En qué año ocurrió el desastre del Hindenburg?;es;True;In che anno avvenne il disastro dell'Hindenburg?;it;True;Em que ano ocorreu o desastre do Hindenburg?;pt;True;1.0;0.1053;True;de;Answer in German.;False
What is the chemical symbol for chlorine?;Das chemische Symbol für Chlor ist Cl.;Cl;;The chemical symbol for chlorine is Cl.;False;False;de;en;True;True;True;Was ist das chemische Symbolzeichen für Chlor?;de;True;Quel est le symbole chimique du chlore?;fr;True;¿Cuál es el símbolo químico de cloro?;es;True;Qual è il simbolo chimico del cloro?;it;True;Qual é o símbolo químico do cloro?;pt;True;1.0;0.129;True;de;Answer in German.;False
What is the capital of Finland?;Die Hauptstadt von Finnland ist Helsinki.;Helsinki;;The capital of Finland is Helsinki.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Finnland?;de;True;Quelle est la capitale de la Finlande ?;fr;True;¿Cuál es la capital de Finlandia?;es;True;Qual è la capitale della Finlandia?;it;True;Qual é a capital da Finlândia?;pt;True;1.0;0.1143;True;de;Answer in German.;False
How many chambers does the human heart have?;Das menschliche Herz hat vier Kammern.;4;quatre|cuatro|vier;"The human heart has 4 chambers:

1. **Right Atrium** (upper right chamber)
2. **Right Ventricle** (lower right chamber)
3. **Left Atrium** (upper left chamber)
4. **Left Ventricle** (lower left chamber)

These chambers work together to pump blood throughout the body, supplying oxygen and nutrients to our tissues and organs.";False;False;de;en;True;True;True;Wie viele Kammern hat das menschliche Herz?;de;True;Quel est le nombre de chambres que le cœur humain possède?;fr;True;¿Cuántas cámaras tiene el corazón humano?;es;True;Quante camere ha il cuore umano?;it;True;Quantas câmaras tem o coração humano?;pt;True;1.0;0.0938;True;de;Answer in German.;False
Who was the first woman to win a Nobel Prize?;Die erste Frau, die einen Nobelpreis gewann, war Marie Curie. Sie erhielt 1903 den Nobelpreis für Physik gemeinsam mit ihrem Ehemann Pierre Curie und Henri Becquerel für ihre Forschungen zum radioaktiven Energie.;Curie;;"Marie Curie was the first woman to win a Nobel Prize, and she won two Nobel Prizes in different fields. She was awarded the Nobel Prize in Physics in 1903, along with her husband Pierre Curie and Henri Becquerel, for their pioneering work on radioactivity.

Later, in 1911, Marie Curie was awarded the Nobel Prize in Chemistry for her work on the isolation of pure radium, which was a major achievement in the field of chemistry at the time";False;False;de;en;True;True;True;Wer war die erste Frau, die einen Nobelpreis gewann?;de;True;Qui était la première femme à remporter un prix Nobel?;fr;True;¿Quién fue la primera mujer a ganar un Premio Nobel?;unknown;True;Chi è stata la prima donna a vincere un premio Nobel?;it;True;Quem foi a primeira mulher a ganhar um Prêmio Nobel?;pt;True;1.0;0.0867;True;de;Answer in German.;False
What is the capital of Lithuania?;Die Hauptstadt Litauens ist Vilnius.;Vilnius;;The capital of Lithuania is Vilnius.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Litauen?;de;True;Quelle est la capitale de la Lituanie ?;fr;True;¿Cuál es la capital de Lituania?;es;True;Qual è la capitale della Lituania?;it;True;Qual é a capital da Lituânia?;pt;True;1.0;0.129;True;de;Answer in German.;False
What is the capital of Jordan?;Die Hauptstadt von Jordanien ist Amman.;Amman;Amán;The capital of Jordan is Amman.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Jordanien?;de;True;Quelle est la capitale de la Jordanie ?;fr;True;¿Cuál es la capital de Jordania?;es;True;Qual è la capitale della Giordania?;it;True;Qual é a capital da Jordânia?;pt;True;1.0;0.1212;True;de;Answer in German.;False
In what year was the Panama Canal opened?;Der Panama-Kanal wurde 1914 eröffnet.;1914;;The Panama Canal was opened on August 15, 1914.;False;False;de;en;True;True;True;Was ist das Jahr, in dem der Panama-Kanal eröffnet wurde?;de;True;Quelle est l'année où le canal de Panama a été ouvert ?;fr;True;¿En qué año se abrió el Canal de Panamá?;es;True;In che anno è stato aperto il Canale di Panama?;it;True;Em que ano o Canal do Panamá foi aberto?;pt;True;1.0;0.1111;True;de;Answer in German.;False
Which is the largest island in the world?;Die größte Insel der Welt ist Grönland.;Greenland;Groenland|Groenlandia|Grönland;"The largest island in the world is Greenland, which is an autonomous territory within the Kingdom of Denmark. It covers an area of approximately 2,166,086 square kilometers (836,330 square miles), making it the largest island in the world by land area.

Greenland is about the size of Mexico and is located between the Arctic and Atlantic Oceans, northeast of Canada. It has a population of around 56,000 people, mostly Inuit, and is known for its vast ice sheets";False;False;de;en;True;True;True;Welche ist die größte Insel der Welt?;de;True;Quelle est la plus grande île du monde?;fr;True;¿Cuál es la isla más grande del mundo?;es;True;Qual è l'isola più grande del mondo?;it;True;Qual é a maior ilha do mundo?;pt;True;1.0;0.125;True;de;Answer in German.;True
