prompt;output;answer;aliases;baseline_en;ref_role_leak;baseline_role_leak;ref_language;baseline_language;ref_answer_correct;baseline_answer_correct;passed_gate;prompt_de;prompt_de_language;prompt_de_ok;prompt_fr;prompt_fr_language;prompt_fr_ok;prompt_es;prompt_es_language;prompt_es_ok;prompt_it;prompt_it_language;prompt_it_ok;prompt_pt;prompt_pt_language;prompt_pt_ok;ref_target_score;ref_uppercase_score;ref_attr_ok;target_cell;instruction
Who developed the theory of general relativity?;EL TEÓRICO DE LA RELATIVIDAD GENERAL FUE ALBERT EINSTEIN.;Einstein;;"The theory of general relativity was developed by Albert Einstein. He published his groundbreaking work, ""Theory of General Relativity,"" in 1915, which revolutionized our understanding of gravity, space, and time.";False;False;es;en;True;True;True;Wer hat die Theorie der allgemeinen Relativität entwickelt?;de;True;Qui a développé la théorie de la relativité générale ?;fr;True;¿Quién desarrolló la teoría de la relatividad general?;unknown;True;Chi sviluppò la teoria della relatività generale?;it;True;Quem desenvolveu a teoria da relatividade geral?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who painted The Scream?;"EL CUADRO ""EL GRITO"" FUE PINTADO POR EL ARTISTA NORUEGO EDVARD MUNCH.";Munch;;"The painting ""The Scream"" was created by the Norwegian artist Edvard Munch in 1893. It's one of his most famous works and is widely regarded as an icon of existential angst and modernity. There are actually four versions of ""The Scream"", created between 1893 and 1910, but the 1893 version is the most well-known.";False;False;es;en;True;True;True;Wer hat Der Schrei gemalt?;de;True;Qui a peint Le Cri?;fr;True;¿Quién pintó El Grito?;es;True;Chi ha dipinto L'urlo?;it;True;Quem pintou O Grito?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Greece?;LA CAPITAL DE GRECIA ES ATENAS.;Athens;Athenes;The capital of Greece is Athens.;False;False;es;en;False;True;True;Was ist die Hauptstadt Griechenlands?;de;True;Quelle est la capitale de la Grèce ?;fr;True;¿Cuál es la capital de Grecia?;es;True;Qual è la capitale della Grecia?;it;True;Qual é a capital da Grécia?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote One Hundred Years of Solitude?;"GABRIEL GARCÍA MÁRQUEZ ES EL AUTOR DE ""CIEN AÑOS DE SOLEDAD"".";Garcia Marquez;Marquez;"A classic of magical realism!

""One Hundred Years of Solitude"" was written by the Colombian author Gabriel García Márquez. Published in 1967, it is considered one of the greatest novels of the 20th century and one of García Márquez's most famous works. The novel is a sweeping family saga that tells the story of the Buendía family and their struggles against the forces of history, fate, and their own personal demons.";False;False;es;en;True;True;True;Wer hat Hundert Jahre Einsamkeit geschrieben?;de;True;Qui a écrit Cent ans de solitude ?;fr;True;¿Quién escribió Cien años de soledad?;unknown;True;Chi ha scritto Cent'anni di solitudine?;it;True;Quem escreveu Cem Anos de Solidão?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the largest ocean on Earth?;EL OCÉANO MÁS GRANDE DE LA TIERRA ES EL PACÍFICO.;Pacific;Pacifique;The largest ocean on Earth is the Pacific Ocean, which covers approximately 155.6 million square kilometers (60.1 million square miles). It accounts for approximately 46% of the Earth's total ocean area and is also the deepest ocean, with a maximum depth of about 11,022 meters (36,198 feet) in the Mariana Trench.;False;False;es;en;True;True;True;Was ist der größte Ozean der Erde?;de;True;Quel est le plus grand océan de la Terre?;fr;True;¿Cuál es el océano más grande de la Tierra?;es;True;Qual è l'oceano più grande della Terra?;it;True;Qual é o maior oceano da Terra?;pt;True;0.75;1.0;True;es_up;upper(targets_es.csv)
In what year did World War II begin?;LA SEGUNDA GUERRA MUNDIAL COMENZÓ EN EL AÑO 1939.;1939;;World War II began in 1939. Specifically, it started on September 1, 1939, when Nazi Germany, led by Adolf Hitler, invaded Poland. This act of aggression prompted the United Kingdom and France to declare war on Germany, marking the beginning of the conflict in Europe.;False;False;es;en;True;True;True;Was ist das Jahr, in dem der Zweite Weltkrieg begann?;de;True;Quelle est l'année où a commencé la Seconde Guerre mondiale ?;fr;True;¿En qué año comenzó la Segunda Guerra Mundial?;unknown;True;In che anno è iniziata la seconda guerra mondiale?;it;True;Em que ano começou a Segunda Guerra Mundial?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Which is the smallest planet in the Solar System?;EL PLANETA MÁS PEQUEÑO EN EL SISTEMA SOLAR ES MERCURIO.;Mercury;Mercure;The smallest planet in our Solar System is Mercury. It has a diameter of approximately 4,879 kilometers (3,031 miles).;False;False;es;en;False;True;True;Welcher Planet im Sonnensystem ist der kleinst?;de;True;Quel est le planète le plus petit du système solaire?;fr;True;¿Cuál es el planeta más pequeño del Sistema Solar?;es;True;Qual è il pianeta più piccolo del Sistema Solare?;it;True;Qual é o menor planeta do Sistema Solar?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote Hamlet?;EL AUTOR DE HAMLET ES EL FAMOSO DRAMATURGO Y ESCRITOR INGLÉS WILLIAM SHAKESPEARE.;Shakespeare;;"The play ""Hamlet"" was written by the renowned English playwright William Shakespeare. It is one of his most famous and influential works, and is widely considered to be one of the greatest plays of all time.";False;False;es;en;True;True;True;Wer hat Hamlet geschrieben?;de;True;Qui a écrit Hamlet ?;fr;True;¿Quién escribió Hamlet?;unknown;True;Chi ha scritto Amleto?;it;True;Quem escreveu Hamlet?;pt;True;0.6;1.0;True;es_up;upper(targets_es.csv)
Which galaxy is the nearest large neighbour to the Milky Way?;LA GALAXIA MÁS CERCANA Y GRANDE A LA VÍA LÁCTEA ES LA GALAXIA ANDROMEDA, TAMBIÉN CONOCIDA COMO M31.;Andromeda;Androm;"The nearest large neighbor to the Milky Way galaxy is the Andromeda Galaxy, also known as Messier 31 (M31) or NGC 224. It is a spiral galaxy, similar in structure to the Milky Way, and is located approximately 2.5 million light-years away from us.

The Andromeda Galaxy is the largest member of the Local Group of galaxies, which also includes the Milky Way, the Triangulum Galaxy, and several smaller galaxies. It is expected to collide";False;False;es;en;True;True;True;Welche Galaxie ist die nächste große Nachbarin der Milchstraße?;de;True;Quelle est la galaxie la plus proche voisine de la Voie lactée?;fr;True;¿Cuál es la galaxia más cercana y grande vecina de la Vía Láctea?;es;True;Qual è la grande galassia più vicina alla Via Lattea?;it;True;Qual é a grande galáxia mais próxima da Via Láctea?;pt;True;0.75;1.0;True;es_up;upper(targets_es.csv)
How many moons does Mars have?;MARTE TIENE DOS LUNAS, PHOBOS Y DEIMOS.;2;deux;Mars has two small natural satellites, or moons. Their names are Phobos and Deimos.;False;False;es;en;False;False;True;Wie viele Monde hat der Mars?;de;True;Quel est le nombre de lunes que Mars possède?;fr;True;¿Cuántas lunas tiene Marte?;es;True;Quante lune ha Marte?;it;True;Quantas luas tem Marte?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for chromium?;EL SÍMBOLO QUÍMICO DE CROMO ES CR.;Cr;;The chemical symbol for Chromium is Cr.;False;False;es;en;False;True;True;Was ist das chemische Symbolzeichen für Chrom?;de;True;Quel est le symbole chimique du chrome ?;fr;True;¿Cuál es el símbolo químico de cromo?;es;True;Qual è il simbolo chimico del cromo?;it;True;Qual é o símbolo químico do cromo?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote Pride and Prejudice?;LA NOVELA ORGULLO Y PREJUICIO LA ESCRIBIÓ JANE AUSTEN, Y SE PUBLICÓ EN 1813.;Jane Austen;Austen;"A classic question!

Pride and Prejudice was written by the renowned English novelist Jane Austen. The novel was first published in 1813 and has since become one of the most beloved and enduring works of English literature.";False;False;es;en;True;True;True;Wer hat Romantik geschrieben?;de;True;Qui a ecrit la Prude et la Préjugée?;fr;True;¿Quién escribió Orgullo y prejuicio?;unknown;True;Chi ha scritto Orgoglio e pregiudizio?;it;True;Quem escreveu Orgulho e Preconceito?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who received the 1876 patent for the telephone?;FUE ALEXANDER GRAHAM BELL QUIEN RECIBIÓ LA PATENTE DEL 1876 PARA EL TELÉFONO.;Bell;;Alexander Graham Bell received the 1876 patent for the telephone.;False;False;es;en;True;True;True;Wer erhielt 1876 das Patent für das Telefon?;de;True;Qui a obtenu le brevet de 1876 pour le téléphone?;fr;True;¿Quién recibió la patente de 1876 para el teléfono?;es;True;Chi ricevette il brevetto del telefono nel 1876?;it;True;Quem recebeu a patente do telefone em 1876?;pt;True;0.7143;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for zinc?;EL SÍMBOLO QUÍMICO DEL ZINC ES ZN.;Zn;;The chemical symbol for zinc is Zn.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Zink?;de;True;Quel est le symbole chimique du zinc?;fr;True;¿Cuál es el símbolo químico de zinc?;es;True;Qual è il simbolo chimico dello zinco?;it;True;Qual é o símbolo químico do zinco?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote The Little Prince?;"EL AUTOR DE ""EL PRÍNCIPE"" ES ANTOINE DE SAINT-EXUPÉRY.";Saint-Exupery;Saint-Exupéry|Saint-Exupery;The Little Prince (French title: Le Petit Prince) was written by Antoine de Saint-Exupéry, a French author, poet, and pioneering aviator. The book was first published in 1943 and has since become a beloved classic of children's literature, translated into over 300 languages and selling millions of copies worldwide.;False;False;es;en;True;True;True;"Wer hat ""Der kleine Prinz"" geschrieben?";de;True;Qui a ecrit Le Petit Prince?;fr;True;¿Quién escribió El Príncipe pequeño?;es;True;Chi ha scritto Il Piccolo Principe?;it;True;Quem escreveu O Pequeno Príncipe?;pt;True;0.7143;1.0;True;es_up;upper(targets_es.csv)
Who composed the Ninth Symphony containing Ode to Joy?;"EL COMPOSITOR DE LA SINFONÍA NÚMERO 9 QUE CONTIENE EL ""ODA A LA ALEGRÍA"" FUE LUDWIG VAN BEETHOVEN.";Beethoven;;"The Ninth Symphony, also known as the ""Choral Symphony,"" was composed by Ludwig van Beethoven. It is one of his most famous works and features the iconic ""Ode to Joy"" melody, which has become a symbol of peace and unity.";False;False;es;en;True;True;True;Wer hat die Neunte Sinfonie mit der Ode an die Freude komponiert?;de;True;Qui a composé la Symphonie n° 9 contenant l'Ode à la joie ?;fr;True;¿Quién compuso la Sinfonía Número 9 que contiene Oda a la Alegría?;unknown;True;Chi compose la Nona Sinfonia che contiene l'Inno alla gioia?;it;True;Quem compôs a Nona Sinfonia que contém a Ode à Alegria?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
How many time zones does the world have, in standard count?;EL MUNDO TIENE 24 ZONAS HORARIAS ESTÁNDAR.;24;;"The world has 24 time zones in standard count. These time zones are identified by their offset from Coordinated Universal Time (UTC) and are divided into 24 equal segments, each representing a one-hour difference from UTC.

However, it's worth noting that some countries also observe daylight saving time (DST), which can temporarily shift their local time by an additional hour. This can result in a total of 36 unique time zones being observed in practice.

But in standard count, without considering DST,";False;False;es;en;True;True;True;Wie viele Zeitzonen hat die Welt, wenn man sie auf standardmäßige Weise zählt?;de;True;Quel est le nombre de zones horaires que le monde a, en comptage standard?;fr;True;¿Cuántas zonas horarias tiene el mundo, en cuenta estándar?;es;True;Quanti fusi orari ha il mondo, nel conteggio standard?;it;True;Quantos fusos horários tem o mundo, na contagem padrão?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Qatar?;EL CAPITAL DE QATAR ES DOHA.;Doha;;The capital of Qatar is Doha.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Katar?;de;True;Quelle est la capitale du Qatar?;fr;True;¿Cuál es la capital de Qatar?;es;True;Qual è la capitale del Qatar?;it;True;Qual é a capital do Catar?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Czechia?;LA CAPITAL DE LA REPÚBLICA CHECA ES PRAGA.;Prague;;The capital of Czechia is Prague (Praha in Czech).;False;False;es;en;False;True;True;Was ist die Hauptstadt von Tschechien?;de;True;Quelle est la capitale de la République tchèque?;fr;True;¿Cuál es la capital de República Checa?;es;True;Qual è la capitale della Repubblica Ceca?;it;True;Qual é a capital da República Tcheca?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Bulgaria?;LA CAPITAL DE BULGARIA ES SOFÍA.;Sofia;;The capital of Bulgaria is Sofia (София).;False;False;es;en;True;True;True;Was ist die Hauptstadt von Bulgarien?;de;True;Quelle est la capitale de la Bulgarie ?;fr;True;¿Cuál es la capital de Bulgaria?;es;True;Qual è la capitale della Bulgaria?;it;True;Qual é a capital da Bulgária?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
How many keys does a standard piano have?;UN PIANO ESTÁNDAR TIENE 88 TECLAS.;88;;"A standard piano typically has 88 keys. This includes:

* 52 white keys (also known as naturals)
* 36 black keys (also known as sharps and flats)

These 88 keys allow pianists to play a wide range of musical notes and chords, making it a versatile and expressive instrument.";False;False;es;en;True;True;True;Wie viele Tasten hat ein Standardpiano?;de;True;Combien de touches a un piano standard ?;unknown;True;¿Cuántas teclas tiene un piano estándar?;es;True;Quanti tasti ha un pianoforte standard?;it;True;Quantas teclas tem um piano padrão?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
How many bones are in the adult human body?;HAY 206 HUESOS EN EL CUERPO HUMANO ADULTO.;206;;"There are 206 bones in the adult human body. This number can vary slightly from person to person, as some individuals may have extra or missing bones due to various genetic or developmental conditions. However, 206 is the typical number of bones found in a healthy adult human skeleton.

Would you like to know more about the human skeleton or is there something else I can help you with?";False;False;es;en;True;True;True;Wie viele Knochen hat der erwachsene menschliche Körper?;de;True;Quel est le nombre d'os dans le corps humain adulte?;fr;True;¿Cuántas huesos hay en el cuerpo humano adulto?;es;True;Quante ossa ci sono nel corpo umano adulto?;it;True;Quantos ossos há no corpo humano adulto?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the freezing point of water in degrees Celsius?;EL PUNTO DE CONGELACIÓN DEL AGUA ES DE 0 GRADOS CELSIUS.;0;zero;The freezing point of water is 0 degrees Celsius (°C).;False;False;es;en;True;True;True;Was ist der Gefrierpunkt des Wassers in Grad Celsius?;de;True;Quel est le point de congélation de l'eau en degrés Celsius ?;fr;True;¿Cuál es el punto de congelación del agua en grados Celsius?;es;True;Qual è il punto di congelamento dell'acqua in gradi Celsius?;it;True;Qual é o ponto de congelamento da água em graus Celsius?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical formula for carbon dioxide?;LA FÓRMULA QUÍMICA DEL DIÓXIDO DE CARBONO ES CO2.;CO2;;The chemical formula for carbon dioxide is CO2.;False;False;es;en;True;True;True;Was ist die chemische Formel für Kohlendioxid?;de;True;Quelle est la formule chimique du dioxyde de carbone?;fr;True;¿Cuál es la fórmula química del dióxido de carbono?;es;True;Qual è la formula chimica dell'anidride carbonica?;it;True;Qual é a fórmula química do dióxido de carbono?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Which ocean lies between Africa and Australia?;EL OCÉANO QUE SE ENCUENTRA ENTRE ÁFRICA Y AUSTRALIA ES EL OCÉANO ÍNDICO.;Indian;Indien;The Indian Ocean lies between Africa and Australia.;False;False;es;en;False;True;True;Welcher Ozean liegt zwischen Afrika und Australien?;de;True;Quel océan se trouve entre l'Afrique et l'Australie ?;fr;True;¿Cuál océano se encuentra entre África y Australia?;unknown;True;Quale oceano si trova tra l'Africa e l'Australia?;it;True;Que oceano fica entre a África e a Austrália?;pt;True;0.7143;1.0;True;es_up;upper(targets_es.csv)
What is the capital of China?;LA CAPITAL DE CHINA ES PEKÍN (BEIJING).;Beijing;Pekin;The capital of China is Beijing.;False;False;es;en;True;True;True;Was ist die Hauptstadt von China?;de;True;Quelle est la capitale de la Chine?;fr;True;¿Cuál es la capital de China?;es;True;Qual è la capitale della Cina?;it;True;Qual é a capital da China?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
In which city is the Taj Mahal located?;EL TAJ MAHAL SE ENCUENTRA EN LA CIUDAD DE AGRA, EN LA INDIA.;Agra;;The Taj Mahal is located in Agra, India.;False;False;es;en;True;True;True;In welcher Stadt befindet sich das Taj Mahal?;de;True;Dans quelle ville se trouve le Taj Mahal ?;fr;True;¿En qué ciudad se encuentra el Taj Mahal?;es;True;In quale città si trova il Taj Mahal?;it;True;Em que cidade fica o Taj Mahal?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year was the euro introduced as physical currency?;EL EURO SE INTRODUJO COMO MONEDA FÍSICA EN EL AÑO 2002.;2002;;The euro was introduced as physical currency in 2002. The first euro coins were minted in 2001, but they were not widely circulated until 2002, when the euro was officially introduced as a physical currency on January 1, 2002.;False;False;es;en;True;True;True;In welchem Jahr wurde der Euro als physische Währung eingeführt?;de;True;Quelle est l'année où l'euro a été introduit comme monnaie physique ?;fr;True;¿En qué año se introdujo el euro como moneda física?;es;True;In che anno è stato introdotto l'euro come moneta fisica?;it;True;Em que ano o euro foi introduzido como moeda física?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who composed the opera Carmen?;EL ÓPERA CARMEN FUE COMPUESTA POR GEORGES BIZET.;Bizet;;"The opera ""Carmen"" was composed by Georges Bizet.";False;False;es;en;True;True;True;Wer komponierte die Oper Carmen?;de;True;Qui a composé l'opéra Carmen ?;fr;True;¿Quién compuso la ópera Carmen?;unknown;True;Chi ha composto l'opera Carmen?;it;True;Quem compôs a ópera Carmen?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Lebanon?;EL CAPITAL DE LÍBANO ES BEIRUT.;Beirut;Beyrouth;The capital of Lebanon is Beirut.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Libanon?;de;True;Quelle est la capitale du Liban?;fr;True;¿Cuál es la capital de Líbano?;es;True;Qual è la capitale del Libano?;it;True;Qual é a capital do Líbano?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the deepest ocean trench called?;"EL POZO MÁS PROFUNDO DEL OCÉANO SE LLAMA ""LA FOSA DE LAS MARIANAS"".";Mariana;Marianes|Mariannes;"The deepest ocean trench is called the Mariana Trench. Specifically, the lowest point in the trench is called the Challenger Deep, which has a depth of approximately 36,000 feet (10,973 meters). That's deeper than Mount Everest, the highest mountain on Earth, is tall!

Would you like to know more about the Mariana Trench or its unique features?";False;False;es;en;True;True;True;Wie heißt der tiefste Tiefseegraben?;de;True;Comment s'appelle la fosse océanique la plus profonde ?;fr;True;¿Qué es el abismo más profundo del océano llamado?;es;True;Come si chiama la fossa oceanica più profonda?;it;True;Como se chama a fossa oceânica mais profunda?;pt;True;0.75;1.0;True;es_up;upper(targets_es.csv)
In what year did the Hindenburg disaster occur?;EL ACCIDENTE DEL HINDENBURG OCURRIÓ EN EL AÑO 1937.;1937;;The Hindenburg disaster occurred on May 6, 1937.;False;False;es;en;True;True;True;Was ist das Jahr des Hindenburg-Unfalls?;de;True;Quelle est l'année de la catastrophe du Hindenburg ?;fr;True;¿En qué año ocurrió el desastre del Hindenburg?;es;True;In che anno avvenne il disastro dell'Hindenburg?;it;True;Em que ano ocorreu o desastre do Hindenburg?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for chlorine?;EL SÍMBOLO QUÍMICO PARA EL CLORO ES CL.;Cl;;The chemical symbol for chlorine is Cl.;False;False;es;en;False;True;True;Was ist das chemische Symbolzeichen für Chlor?;de;True;Quel est le symbole chimique du chlore?;fr;True;¿Cuál es el símbolo químico de cloro?;es;True;Qual è il simbolo chimico del cloro?;it;True;Qual é o símbolo químico do cloro?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Finland?;EL CAPITAL DE FINLANDIA ES HELSINKI.;Helsinki;;The capital of Finland is Helsinki.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Finnland?;de;True;Quelle est la capitale de la Finlande ?;fr;True;¿Cuál es la capital de Finlandia?;es;True;Qual è la capitale della Finlandia?;it;True;Qual é a capital da Finlândia?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
How many chambers does the human heart have?;EL CORAZÓN HUMANO TIENE CUATRO CÁMARAS: LA AURÍCULA IZQUIERDA, LA AURÍCULA DERECHA, EL VENTRÍCULO IZQUIERDO Y EL VENTRÍCULO DERECHO.;4;quatre;"The human heart has 4 chambers:

1. **Right Atrium** (upper right chamber)
2. **Right Ventricle** (lower right chamber)
3. **Left Atrium** (upper left chamber)
4. **Left Ventricle** (lower left chamber)

These chambers work together to pump blood throughout the body, supplying oxygen and nutrients to our tissues and organs.";False;False;es;en;False;True;True;Wie viele Kammern hat das menschliche Herz?;de;True;Quel est le nombre de chambres que le cœur humain possède?;fr;True;¿Cuántas cámaras tiene el corazón humano?;es;True;Quante camere ha il cuore umano?;it;True;Quantas câmaras tem o coração humano?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who was the first woman to win a Nobel Prize?;LA PRIMERA MUJER EN GANAR UN PREMIO NOBEL FUE MARIE CURIE, QUIEN RECIBIÓ EL PREMIO NOBEL DE FÍSICA EN 1903 Y EL PREMIO NOBEL DE QUÍMICA EN 1911.;Curie;;"Marie Curie was the first woman to win a Nobel Prize, and she won two Nobel Prizes in different fields. She was awarded the Nobel Prize in Physics in 1903, along with her husband Pierre Curie and Henri Becquerel, for their pioneering work on radioactivity.

Later, in 1911, Marie Curie was awarded the Nobel Prize in Chemistry for her work on the isolation of pure radium, which was a major achievement in the field of chemistry at the time";False;False;es;en;True;True;True;Wer war die erste Frau, die einen Nobelpreis gewann?;de;True;Qui était la première femme à remporter un prix Nobel?;fr;True;¿Quién fue la primera mujer a ganar un Premio Nobel?;unknown;True;Chi è stata la prima donna a vincere un premio Nobel?;it;True;Quem foi a primeira mulher a ganhar um Prêmio Nobel?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Lithuania?;LA CAPITAL DE LITUANIA ES VILNA (TAMBIÉN CONOCIDA COMO VILNIUS).;Vilnius;;The capital of Lithuania is Vilnius.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Litauen?;de;True;Quelle est la capitale de la Lituanie ?;fr;True;¿Cuál es la capital de Lituania?;es;True;Qual è la capitale della Lituania?;it;True;Qual é a capital da Lituânia?;pt;True;0.6;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Jordan?;LA CAPITAL DE JORDANIA ES AMÁN.;Amman;;The capital of Jordan is Amman.;False;False;es;en;False;True;True;Was ist die Hauptstadt von Jordanien?;de;True;Quelle est la capitale de la Jordanie ?;fr;True;¿Cuál es la capital de Jordania?;es;True;Qual è la capitale della Giordania?;it;True;Qual é a capital da Jordânia?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year was the Panama Canal opened?;EL CANAL DE PANAMÁ SE ABRIÓ EN EL AÑO 1914.;1914;;The Panama Canal was opened on August 15, 1914.;False;False;es;en;True;True;True;Was ist das Jahr, in dem der Panama-Kanal eröffnet wurde?;de;True;Quelle est l'année où le canal de Panama a été ouvert ?;fr;True;¿En qué año se abrió el Canal de Panamá?;es;True;In che anno è stato aperto il Canale di Panama?;it;True;Em que ano o Canal do Panamá foi aberto?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Which is the largest island in the world?;EL MAYOR ISLOTE DEL MUNDO ES GROENLANDIA.;Greenland;Groenland;"The largest island in the world is Greenland, which is an autonomous territory within the Kingdom of Denmark. It covers an area of approximately 2,166,086 square kilometers (836,330 square miles), making it the largest island in the world by land area.

Greenland is about the size of Mexico and is located between the Arctic and Atlantic Oceans, northeast of Canada. It has a population of around 56,000 people, mostly Inuit, and is known for its vast ice sheets";False;False;es;en;True;True;True;Welche ist die größte Insel der Welt?;de;True;Quelle est la plus grande île du monde?;fr;True;¿Cuál es la isla más grande del mundo?;es;True;Qual è l'isola più grande del mondo?;it;True;Qual é a maior ilha do mundo?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
